aerobic1	aerobic2	anaerobic1	anaerobic2
NM_001178290.1	98.961322422476	107.092278472972	78.2593828542103	67.4762855462081
NM_001178291.1	45.2136926012611	43.5431349390209	64.0421905046749	64.964893793601
NM_001178292.1	12.5181090428081	12.9617431192625	16.7061122781334	15.9866623944142
NM_001178294.1	30.6098821752578	30.5448146723309	52.4533024849832	53.261358678339
NM_001178295.1	52.5428245236565	51.6640102427615	35.780348603106	33.8424120775339
NM_001178296.2	98.6220169599671	104.644903267584	114.29826470432	113.08648205454
NM_001178297.2	64.3063778688815	62.1877380427099	77.0449518326311	64.7147530097004
NM_001178298.1	71.3447466923174	73.3946835003258	42.6008897191019	40.5978147476025
NM_001178299.1	15.2110980890908	16.4522151309798	14.0875459013809	13.2830358533137
NM_001178300.1	11.048863827323	12.3337996091931	10.7786187675671	12.1285466090376
NM_001178301.1	18.3900785846224	18.3117960405077	34.1515727418465	32.8040044823838
NM_001178303.1	5.27462311554212	5.19586037183016	4.10025693168101	4.8303381391052
NM_001178304.1	107.338484876432	102.205729604269	22.4840517534303	24.8706840152782
NM_001178306.1	6.65278779112024	6.54556789647559	6.57107495227316	7.04896291860323
NM_001178307.2	17.1013699575123	18.6203306551075	16.1122784547402	14.82994703313
NM_001178308.2	37.0009763207616	37.2328668383729	58.483663274902	58.9164543688075
NM_001178309.1	16.4042628741809	16.2555563942982	19.1056706758385	18.4660659269742
NM_001178312.1	1591.53656799374	1579.42751562181	2724.505508306	2794.97687154058
NM_001178314.1	7.47575458651069	7.84190794840362	5.11937817620472	7.14847274220346
NM_001178315.1	8.50377140436444	8.21886225348009	10.1316196874399	7.26223682981791
NM_001178316.1	90.3633967750371	91.7177009256091	172.342197929802	170.763325051296
NM_001178318.1	127.439477274832	142.613662368743	40.5849093561298	37.7302468093021
NM_001178319.1	10.1094096953273	11.1735245028679	15.1528027262416	15.4093591984402
NM_001178320.2	10.1484672592945	7.92309797733555	5.12003830099204	5.20038628707011
NM_001178321.1	18.1677762567728	19.3112227502483	38.4894874490694	36.8145745762371
NM_001178322.1	22.1823258167117	22.4967850983671	22.6094377303564	24.2479524424006
NM_001178324.2	8.20369449947017	9.81830125088086	12.5445453254825	12.6763066374439
NM_001178325.1	24.2943388871588	23.2390623820256	16.7749125197523	16.9814478006819
NM_001178326.1	9.89988277925624	9.45119541625394	6.41090663217893	5.82108080251738
NM_001178327.1	607.535582337421	574.09999478438	1430.29114558113	1376.89623639605
NM_001178328.2	2.47172050337794	2.50397483406086	3.13982013576572	2.74671344949285
NM_001178329.1	12.2192634068022	11.1311315745097	9.42512423693494	10.4815962056299
NM_001178330.1	97.8889232309139	102.059122092145	68.0075015819676	66.7823104076071
NM_001178331.2	71.1104696398691	74.3919198572878	63.7474648342171	62.2270640685223
NM_001178332.1	2539.71646683756	2501.44168880091	5336.90087824207	5317.2616181469
NM_001178333.1	153.493885152395	158.362209130804	117.905589508018	110.442302281261
NM_001178335.1	13.073374191702	13.4015115756702	15.4680036869889	14.4712651892938
NM_001178337.2	3.38640127984726	3.61803036097076	3.37506682869635	4.28902752983496
NM_001178338.1	18.4289877761008	18.8974438446254	52.296901360814	53.1796552854629
NM_001178339.2	237.224754920732	236.969752388845	107.125908995612	107.681429694796
NM_001178341.1	5.54064897204845	5.13528245950628	5.87767616352383	6.2064437186999
NM_001178342.1	49.3544319087196	49.8778681450788	48.0565464417952	45.1246778855105
NM_001178343.1	21.8412679300723	25.572438952677	23.0316209298445	22.4166825011577
NM_001178344.1	8.09148497452365	8.92570499078054	9.67250295484155	8.9469405932487
NM_001178345.2	17.0358165448901	16.8286427815487	15.4933915255739	14.1010080348211
NM_001178346.2	13.2215525482283	13.7657193127456	7.66030734486435	8.29835212380481
NM_001178347.1	49.5170706230551	49.1000229497502	72.8861025653678	76.3065565244157
NM_001178349.1	5.22069533282947	5.05082803495134	4.85629548809676	4.75011725021256
NM_001178350.1	42.1085239767314	42.7015685783421	62.1097453451598	60.5343182524153
NM_001178351.1	32.6952538650928	31.950610727673	14.7377438497576	16.1187811066312
NM_001178352.2	36.7655399506344	38.9001081779544	22.8762637650384	26.2766314486786
NM_001178353.1	81.0307393073227	80.1594818191827	19.5879276004423	19.8339906795499
NM_001178354.1	21.1934496947139	17.7614809634463	7.06789535259363	6.13666153300413
NM_001178355.2	13.9782104865348	14.0941728697829	18.8313565924148	17.002508820881
NM_001178356.1	16.7283676347214	18.268058212866	20.426708859073	21.0967498405021
NM_001178357.1	1717.84647867601	1719.92365089821	1943.36497918611	1901.09045917581
NM_001178358.1	1327.18212462344	1367.61075159322	1646.70522441303	1643.34970641747
NM_001178359.1	704.509203948107	720.564619500055	821.89021903881	838.961822306511
NM_001178361.1	15.3514963431013	13.7819238106051	14.0770584517255	14.8588158286736
NM_001178362.1	73.0429243073324	63.8038178528909	74.4237209547535	73.2288011368458
NM_001178363.1	46.8726149037885	48.1711627770154	54.7051147720307	53.2924939935799
NM_001178364.1	204.514905190843	201.094940522	110.889869595587	96.8089776983871
NM_001178365.1	22.8445232124065	22.4661160779627	37.2798476455259	36.3028385804301
NM_001178366.1	0.380604285741045	0.302422989761289	2.0936839270928	1.50593302874061
NM_001178367.1	0.380177387620988	0.684013688088473	1.55872755324586	1.60498269751257
NM_001178368.1	0.323042102547901	0.188892121229885	0.7588018703654	1.23158156784687
NM_001178369.1	17.0434477734288	18.5799897161522	35.8994624542157	36.8548945311992
NM_001178370.1	53.016646718938	47.866235111465	30.6274193130069	35.7918732419279
NM_001178371.1	22.3990473115608	22.2126578509027	21.4295639195816	21.9422893813698
NM_001178372.1	38.8709288045078	39.5210415780192	27.7648307832852	22.4315718491358
NM_001178373.1	305.528702696216	304.130211564231	665.168318113466	688.130112456565
NM_001178374.1	18.1949791776942	20.2719733823039	11.720540281571	10.7497495841723
NM_001178376.1	16.9490586014424	17.9616387860438	34.0162752445219	32.4830794734196
NM_001178377.1	85.2971801122054	88.290626086741	65.5446903284363	67.684598427118
NM_001178378.1	22.0341788862507	22.329156382926	25.8982177741798	29.1535578391983
NM_001178379.1	470.480444482142	473.107436191649	943.33445936565	961.699232142876
NM_001178381.1	4.63002495475481	5.09299136599017	3.75814098555281	3.14128428962573
NM_001178382.1	125.168645075336	126.810870815166	212.26005675863	208.049455198606
NM_001178383.1	125.174881185339	129.795288468776	101.847284326428	108.324714001366
NM_001178384.1	138.112136229457	140.740209691471	75.932226519973	69.6880330626422
NM_001178385.1	26.7347925705208	25.6755529821384	13.7058805180543	16.7502756956723
NM_001178386.1	20.9720040821287	20.5780714628301	15.7363605698687	17.5477716884681
NM_001178387.1	238.054067793483	256.747323986739	128.760894603361	123.252638043014
NM_001178388.1	0.108984161501239	0	3.15222030670218	2.46406128589888
NM_001178389.1	35.5609243856129	37.8589726675243	25.8706260286158	23.7240911114168
NM_001178390.1	28.2598891779381	26.277232872066	25.8473975494467	29.709666843839
NM_001178391.2	17.9299696674769	17.7954232804809	22.760902594421	22.1290371558655
NM_001178392.2	22.0249520027418	18.7814254213606	16.0387959848319	14.3208865604113
NM_001178393.2	3.44961477734142	2.73656940863201	7.23844964381946	8.28098049924966
NM_001178394.1	35.2704645670913	33.6459021532533	18.6318686853764	21.2124899022152
NM_001178395.1	25.7136089868698	27.2261842394349	28.610117617511	28.4065769137402
NM_001178396.1	936.816459998786	906.950934599385	1875.80297985963	1858.0195849114
NM_001178397.1	28.167185949695	27.1225126095747	32.1931670494168	33.9056498134734
NM_001178398.1	3.16344696068023	3.00873702317949	2.22773366046643	1.82976200743471
NM_001178400.1	90.5725056920109	90.0946701361086	47.4543734070813	41.8697788674429
NM_001178401.1	70.8339620286787	68.986770870441	11.1340239155656	13.2423219674461
NM_001178402.1	88.3540032250834	80.586588205808	60.9587353415633	65.3285977807993
NM_001178403.1	11.9825427899406	11.565589037891	20.3116875527717	19.1709969223069
NM_001178404.1	56.9697541319893	56.0919124907342	8.9165062411781	7.51684846137463
NM_001178405.1	34.7534178920549	37.7017269745695	50.1261752960992	52.8281873545884
NM_001178406.1	19.6633882179526	22.7279368378364	19.2790597516235	18.8444196336945
NM_001178407.1	19.0398397809304	19.1149271834004	8.69442330640388	8.70328234517381
NM_001178408.1	17.0210428604285	19.4188349489823	28.5764751027058	26.7452485595113
NM_001178409.3	41.2731222181961	42.8471719802135	71.1074460298871	72.2644909459091
NM_001178410.1	31.8022372929092	31.9392155650845	36.2996844634204	35.9521633948481
NM_001178411.1	27.6991593838614	23.8382242315896	32.5797661477942	29.5573976207308
NM_001178413.3	27.4648150300091	28.452248074121	33.9701361589442	34.4671348953819
NM_001178414.1	187.896009031888	181.059749411205	124.747791678037	114.08548081462
NM_001178415.1	176.076680676077	168.034299783087	1918.77624288501	1948.48582954986
NM_001178416.4	9.40745034334394	9.45164259019475	46.9913147938281	45.7679012065375
NM_001178417.1	2.12569821149988	1.00701074598035	3.79432439991913	3.77814719725618
NM_001178418.1	37.2572619086546	37.2635340924239	21.0659081965227	18.6770631750966
NM_001178419.3	114.486159067342	109.284834183557	37.6592105426692	33.991488049692
NM_001178420.1	172.256117483182	184.833021925426	12.5900563139404	13.4000978944352
NM_001178421.4	18.1708325598559	18.3991333084274	14.4503705320218	15.1151473711821
NM_001178422.2	11.1584048977781	11.1396039074249	21.6509869606547	23.1200485293577
NM_001178424.2	1.30507549241404	1.38148081043333	3.24662134514493	4.48340324258753
NM_001178425.3	91.1327807346806	98.2420569877918	79.8275550413193	70.018540626189
NM_001178426.2	718.05272711468	718.353844371187	610.169689197202	622.837508125481
NM_001178427.1	73.3659783641269	75.755271513594	136.024997350188	139.477672340235
NM_001178428.3	44.3300057661056	44.8912193900622	37.3042818828756	35.266106469631
NM_001178429.1	8.53961430233313	8.62039685838666	9.6356828653953	9.51141659110587
NM_001178430.1	823.897812014469	813.499283414474	876.601622611466	855.041099154137
NM_001178431.3	49.867884744959	51.9805279927511	104.113668543135	102.551288160482
NM_001178432.1	27.5558007354369	26.950026758559	52.4690877757829	54.5063493576255
NM_001178433.3	8.48632865229878	9.87560925975037	182.48348928579	188.803105116051
NM_001178434.1	32.6322560271347	33.4306044444475	35.7359127232623	37.3697823301844
NM_001178435.3	42.8474857640518	44.0533889280356	46.6678819394922	56.021995784843
NM_001178436.1	105.664472755572	104.092432484636	80.0974085036878	72.5991050887032
NM_001178438.4	77.510124224555	69.3077407171062	49.8532104074051	59.5687498411513
NM_001178439.1	49.4491125464091	56.0744168859469	58.8332359666694	53.348053269638
NM_001178440.1	390.91947288489	396.853074594277	1275.36534277002	1264.92219816318
NM_001178441.3	24.7223200825809	22.7592442487078	48.606960344949	46.1029972419718
NM_001178442.2	11.2941082661159	10.3889235525321	15.2688361130038	14.3127943011474
NM_001178443.1	29.8879016174956	33.0351514717086	28.2826186564939	30.3811909380299
NM_001178444.3	120.220391929739	125.265726452451	47.7552433393934	50.4324853886077
NM_001178445.2	3.60873069258673	4.05989915883743	3.0725828466138	2.83770744795955
NM_001178446.1	10.7633545580108	11.6834062227021	6.54049188240624	6.82701659131753
NM_001178449.3	84.7433626779177	82.729584766017	101.633738489637	105.340423614645
NM_001178450.1	15.6390121112686	14.9186269112139	14.2982021424013	15.1132606986478
NM_001178451.1	20.178144976933	21.5238624801871	21.6799897254335	21.9322395036239
NM_001178452.3	52.9308114597096	51.7490860396686	86.0680008143378	87.2340562876204
NM_001178453.1	39.0188925734587	37.8203377574238	75.4924980886566	77.5508792158728
NM_001178454.1	718.65205874864	711.451516876327	773.773237139035	762.957143375284
NM_001178455.3	29.5796954769408	27.8650558864227	12.6736926358337	14.9284338124121
NM_001178456.2	6.21665567364014	6.99528278776031	3.26861529705263	3.24765839236122
NM_001178457.1	572.715521172083	588.12940878008	543.852345661198	507.923301460979
NM_001178458.3	39.7750282394569	40.7080906708414	27.7490977715535	25.9564733760034
NM_001178459.1	122.770170328629	129.902009992538	78.8143722541516	80.7022589118987
NM_001178460.3	32.274647683885	33.3392004149206	41.0948877037279	40.7593762418177
NM_001178462.1	15.1831147655449	15.956251545642	10.2650955397492	9.56007217834205
NM_001178463.1	51.2856780277726	49.7365189072272	57.5053993099665	58.8254415786753
NM_001178465.3	3.29183037208413	3.64542664072815	3.52780318341719	3.84171598389409
NM_001178466.1	2.85576008198785	3.54195147614327	3.61436298493891	3.65488836235807
NM_001178467.1	24.9369951499927	21.8642091576695	23.862108073109	18.5515776901741
NM_001178468.3	71.7740331930069	75.3877730272654	37.0046096791766	39.7228767484388
NM_001178469.2	154.548710501066	155.031012480725	206.437907210144	215.95396283542
NM_001178470.1	132.348338989672	130.788638726804	104.938186723362	94.574128706509
NM_001178471.3	14.5221586026868	14.9243018619052	10.6440485728677	12.731459497381
NM_001178473.1	30.1200136906532	27.7553449297797	24.4219905817797	22.6148561941592
NM_001178474.1	107.31873966053	106.742468480929	27.5914622544473	27.6515224626002
NM_001178475.3	200.148325339008	211.434586490237	378.118219036325	376.627099678915
NM_001178476.1	7.25187776906289	5.89168101026511	3.09698683580427	3.59177637420122
NM_001178477.1	29.4842260225287	32.8507306656323	33.1527544645536	32.7566484901428
NM_001178478.3	48.8573235087594	49.6541886919825	52.1555646969293	49.9176751706079
NM_001178479.3	7.22534918483813	8.22020964859579	9.35579764403559	7.94488801521391
NM_001178480.1	1.09621366539855	1.29104225602036	1.35127647260834	1.7177038086341
NM_001178481.1	16.8964702191681	16.8826399677591	18.4495956519643	19.3114373977977
NM_001178483.3	82.1999949248378	78.9374459913478	86.3192830848252	90.7873353303481
NM_001178484.3	1.07646638742053	1.18025577611622	1.25901246160103	1.08929445724428
NM_001178485.2	46.4946210816757	50.2306686976332	20.886972431532	24.0015919580213
NM_001178486.2	12.4144667037723	12.0219010272251	9.51648272924273	9.54206176417017
NM_001178487.3	40.9002171416576	39.9296315892701	11.5407051822773	14.0547019849287
NM_001178488.3	3.10642505987997	3.54867440843476	3.29336276124749	3.14610508597077
NM_001178489.2	12.1449695996035	13.097652556485	20.0353337845684	23.7972663155425
NM_001178490.1	25.0597807841242	22.8748261188358	48.2896470275952	48.9819714835997
NM_001178491.3	219.449081636497	216.686439529947	397.650296742785	418.398136529695
NM_001178493.3	43.8946896524046	46.269071743702	59.1520157751031	60.1278744810156
NM_001178494.1	125.67466388101	128.809043132765	91.5362427002033	87.1148848784338
NM_001178495.1	24.2056980867439	25.3030421315344	18.9140348251447	14.5018858995395
NM_001178496.3	2.9971468780818	2.9275415954874	4.57835798140456	4.91989529785291
NM_001178497.3	178.697670908988	178.991899664474	54.7767858389935	52.6033874184189
NM_001178498.1	6.64254471109028	6.55787901723562	6.90007922436618	6.78584768080811
NM_001178499.1	134.875575811226	134.105455950794	97.1354273539222	109.552017391947
NM_001178500.3	8.64768433369281	8.98809635726758	12.8280407562203	8.09592026473208
NM_001178501.3	37.8295694049267	34.9017262422328	42.9226180700662	36.9995154631888
NM_001178502.1	157.52748784792	162.757560411368	381.256996896076	386.426340986866
NM_001178503.1	40.8371400048459	41.9491347077891	64.4709997619642	61.0289717677719
NM_001178504.3	9.36576574575203	11.4976693948861	10.0215689966894	9.65980615191321
NM_001178505.3	6.67251820281231	5.03820456999321	7.24067786011461	8.29781064648155
NM_001178506.1	45.957348324943	45.2466418815273	50.096955435692	48.5006714148037
NM_001178507.1	112.222973816867	109.722623250342	115.718715850118	109.38380619798
NM_001178508.3	55.3798694241725	52.675455757298	44.8083852244849	42.8340533351003
NM_001178509.3	31.2653508881547	31.9755964039328	26.8778815496462	26.5468583543191
NM_001178510.1	508.308431827597	508.764257552732	255.751023291662	249.148431135767
NM_001178511.3	19.9076271897405	18.2591662902967	17.641589911045	17.807871325662
NM_001178512.3	120.836773389867	119.183597399716	117.874149405071	120.481853915764
NM_001178513.1	42.8732320888866	39.8574099288588	30.9224598002837	33.9771807478229
NM_001178514.1	36.352792465528	32.7507936685425	37.4064869094214	40.4015317044422
NM_001178515.3	46.2278050433589	46.9315158674873	65.848051688269	52.7071374557527
NM_001178516.3	10.2557069311061	8.99564231332231	8.9495405217981	11.6646515611827
NM_001178517.1	19.0365735849161	17.6495628070207	5.18293999798669	7.0543092769234
NM_001178518.1	34.8396657548719	36.3338404841409	15.2937278072326	18.1578762745227
NM_001178519.3	148.764977435643	147.52787477701	185.259131940952	180.555758971194
NM_001178520.3	32.0760790746028	32.8946945395909	58.3350768275191	54.2508241881757
NM_001178521.1	247.289627886689	252.914965923219	146.155162111442	142.335133629009
NM_001178523.1	20.6687129215073	19.8687567507353	15.5514083169285	16.0536434677235
NM_001178524.3	21.0313909435343	21.1288119948154	24.0588150203835	23.7529511538949
NM_001178525.3	101.844086339075	101.429461711905	19.4453639813639	15.1673551475429
NM_001178527.1	16.726799819901	17.155839312398	13.0587945906014	12.9894309722394
NM_001178528.1	0.344032660554247	0.258722130863779	1.80460290285009	1.80939869405351
NM_001178529.3	1378.55932150018	1367.27961778353	2702.73961843242	2694.36511972809
NM_001178530.3	32.3002778866529	28.7111837811855	11.0965555033193	6.93861719498351
NM_001178531.1	37.3105978052174	35.5170081999584	8.44334138432475	7.58459462828904
NM_001178532.3	1.56078421591378	0.674508971348739	1.4536301779758	1.10562462634229
NM_001178533.3	35.1743756784665	34.7580815086095	21.1018117470345	21.3898099997151
NM_001178534.1	2.06918555608872	1.5585031805247	4.33413512135453	3.32412070046865
NM_001178535.1	88.0635133705993	88.8583611956563	150.482014230176	153.292490090203
NM_001178536.3	52.0756598805162	55.0392823949745	29.4426545839855	39.8397464479761
