target_id	pval	qval	test_stat	rss	degrees_free	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
28	NM_001178440.1	7.13312899894033e-09	1.48012426728012e-06	33.4981641076534	1.2958815458366	1	9.29059574965032	0.431960515278868	8.51339864486122e-05	0.431875381292419	0.127968537038297	0.431875381292419
29	NM_001178415.1	8.75116970143210e-09	1.69480986551068e-06	33.1006003476663	5.72921413225896	1	8.17946852040623	1.90973804408632	0.000543038292245941	1.90919500579407	0.0986087325649473	1.90919500579407
30	NM_001179137.1	8.60868816269402e-09	1.69480986551068e-06	33.1325183519335	0.482875144653107	1	10.0292241827901	0.160958381551036	3.72892213687508e-05	0.160921092329667	0.132122396470535	0.160921092329667
31	NM_001180289.1	1.10283863437069e-08	1.78719659398674e-06	32.6509788290943	0.596157825198873	1	9.65278911980595	0.198719275066291	7.01611312777723e-05	0.198649113935013	0.13181014754556	0.198649113935013
32	NM_001180352.1	1.03461298958446e-08	1.78719659398674e-06	32.7751071632279	3.30941881071319	1	8.14281185701251	1.10313960357106	0.000296659542019606	1.10284294402904	0.097316996386515	1.10284294402904
33	NM_001181666.1	1.14877375717577e-08	1.78719659398674e-06	32.5716652872995	0.322635064341892	1	10.6193193879648	0.107545021447297	3.55595281774942e-05	0.10750946191912	0.12490100380766	0.12490100380766
34	NM_001181705.3	1.26118864635897e-08	1.78719659398674e-06	32.3902315868875	9.30224045238892	1	7.45847839484506	3.10074681746297	0.00137217778585808	3.09937463967711	0.0716395448903008	3.09937463967711
35	NM_001182021.1	1.19016105900657e-08	1.78719659398674e-06	32.5028787133717	0.031394191049635	1	10.896160946369	0.0104647303498783	1.28751504574713e-05	0.0104518551994209	0.118460794814494	0.118460794814494
36	NM_001182320.3	1.23676845640844e-08	1.78719659398674e-06	32.428227876677	3.81086885050281	1	8.14803872934189	1.27028961683427	0.000315595685461525	1.26997402114881	0.0975019973934942	1.26997402114881
37	NM_001182678.1	1.08366971925527e-08	1.78719659398674e-06	32.6850599252589	2.79475109085284	1	8.44626549974824	0.931583696950947	0.000411892995360903	0.931171803955585	0.10754873175314	0.931171803955585
38	NM_001183046.1	1.08668000625012e-08	1.78719659398674e-06	32.6796680529844	4.04928281296951	1	8.13411536917199	1.3497609376565	0.000583568474806786	1.3491773691817	0.0970086063853443	1.3491773691817
39	NM_001183310.1	9.65451743010324e-09	1.78719659398674e-06	32.9096032574491	0.706128584457957	1	9.18695773712422	0.235376194819319	5.99008679540787e-05	0.235316293951365	0.12626836635227	0.235316293951365
40	NM_001183611.3	1.23722285887052e-08	1.78719659398674e-06	32.4275140175252	7.90092676494191	1	7.68338327273932	2.63364225498064	0.000462867250887226	2.63317938772975	0.0802735771584461	2.63317938772975
41	NM_001183945.1	1.16967600587351e-08	1.78719659398674e-06	32.5366205762036	0.750428817606102	1	10.1691083654663	0.250142939202034	5.36511280595509e-05	0.250089288073974	0.131253795569594	0.250089288073974
42	NM_001178183.1	1.41333336911282e-08	1.8328537242367e-06	32.1689240980319	0.203072926312549	1	10.6946712242247	0.0676909754375164	2.3079248490006e-05	0.0676678961890264	0.123328990998235	0.123328990998235
43	NM_001182616.1	1.41959410655166e-08	1.8328537242367e-06	32.1603366308178	0.638103337465583	1	9.45347745339936	0.212701112488527	8.6054537867543e-05	0.21261505795066	0.130110696094654	0.21261505795066
44	NM_001182621.1	1.38322823848355e-08	1.8328537242367e-06	32.2107568539828	1.03523329183791	1	9.00115473471559	0.345077763945972	0.000130300892381216	0.34494746305359	0.122600025262103	0.34494746305359
45	NM_001183428.1	1.41223828445562e-08	1.8328537242367e-06	32.1704300724329	7.03013569909663	1	7.91212303994581	2.34337856636554	0.000532363325503707	2.34284620304004	0.0889203003856254	2.34284620304004
46	NM_001179626.1	1.479733972237e-08	1.86896834319499e-06	32.0797272879947	0.171863601717296	1	11.2144295937679	0.0572878672390988	1.49497402775486e-05	0.0572729174988211	0.108978380078183	0.108978380078183
47	NM_001180988.1	1.53681753411125e-08	1.89976805812475e-06	32.0061943709416	0.508331317774977	1	9.77395939147026	0.169443772591659	5.8163487499339e-05	0.16938560910416	0.132329848711197	0.16938560910416
48	NM_001182229.1	1.66312822067475e-08	2.01307811710839e-06	31.8527641876593	0.661862143017684	1	9.65417352020784	0.220620714339228	5.38529628368446e-05	0.220566861376391	0.131818303359247	0.220566861376391
49	NM_001181661.1	1.72694316471654e-08	2.04766118102104e-06	31.7796317109705	3.57941410143542	1	7.96122986867911	1.19313803381181	0.000635405337638069	1.19250262847417	0.0907413564807036	1.19250262847417
50	NM_001178725.1	1.88924697175272e-08	2.16629707675112e-06	31.6051827906543	0.173992149434221	1	10.5758682346104	0.0579973831447404	2.91266320713627e-05	0.0579682565126688	0.12574351440119	0.12574351440119
51	NM_001178812.1	1.92966847814965e-08	2.16629707675112e-06	31.5640728410376	6.08698863347787	1	7.46565396537533	2.02899621115929	0.00118512414982532	2.02781108700946	0.0719152811602577	2.02781108700946
52	NM_001181189.3	1.95365447141981e-08	2.16629707675112e-06	31.5400841997924	0.610676811269417	1	9.52201701196135	0.203558937089806	8.10134065170555e-05	0.203477923683289	0.130811752099312	0.203477923683289
53	NM_001181321.3	1.97614019049586e-08	2.16629707675112e-06	31.5178624214537	0.0379942230219372	1	10.8946972092617	0.0126647410073126	2.45942368818334e-05	0.0126401467704306	0.118499515306683	0.118499515306683
54	NM_001178537.3	2.11205712311252e-08	2.27241701579329e-06	31.3887077575691	0.697491502082755	1	9.08308899225715	0.232497167360919	0.000108504639764578	0.232388662721154	0.124312933075052	0.232388662721154
55	NM_001179803.3	2.15119801653334e-08	2.2724473592834e-06	31.3530562115023	4.4236013591674	1	7.67105452407902	1.47453378638914	0.000914983755675276	1.47361880263346	0.0798020727105617	1.47361880263346
56	NM_001184086.1	2.25771259251953e-08	2.34237681473901e-06	31.2592321745968	3.44280455106174	1	8.034264291053	1.14760151702058	0.000563688243383388	1.1470378287772	0.0934185783675748	1.1470378287772
57	NM_001178529.3	2.73144103570295e-08	2.3999207652072e-06	30.8895106976584	0.447103826965624	1	9.45624553424641	0.149034608988541	6.94919795480138e-05	0.148965117008993	0.130141343655638	0.148965117008993
58	NM_001179267.1	2.75265809420451e-08	2.3999207652072e-06	30.8744942096682	1.53755030567588	1	8.17678603784952	0.512516768558625	0.000262318326323163	0.512254450232302	0.0985146625362861	0.512254450232302
59	NM_001179403.1	2.49412321706983e-08	2.3999207652072e-06	31.0659194074738	0.798428347514828	1	8.87185950017078	0.266142782504942	0.000120351491534007	0.266022431013409	0.119606692158446	0.266022431013409
60	NM_001180462.1	2.77165005741358e-08	2.3999207652072e-06	30.8611505672139	1.14749269590896	1	8.88453354447932	0.382497565302987	0.000155540672153687	0.382342024630833	0.119915265294087	0.382342024630833
61	NM_001180693.1	2.46514988201125e-08	2.3999207652072e-06	31.0885996901833	0.421327932138918	1	10.1557937466051	0.140442644046306	7.89129660064345e-05	0.1403637310803	0.131359445841484	0.1403637310803
62	NM_001181808.4	2.56508518229504e-08	2.3999207652072e-06	31.0114666947161	2.35818752234597	1	8.23646308655755	0.786062507448657	0.000241583914913009	0.785820923533742	0.100589549545427	0.785820923533742
63	NM_001181814.3	2.80885734998433e-08	2.3999207652072e-06	30.8352723846166	0.312459716950654	1	10.7075248135056	0.104153238983552	4.40556281353532e-05	0.104109183355416	0.123046992112547	0.123046992112547
64	NM_001182191.1	2.76985612535526e-08	2.3999207652072e-06	30.8624070499152	1.5922646411433	1	8.49699905360249	0.530754880381101	0.000320743826515705	0.530434136554586	0.109142652230946	0.530434136554586
65	NM_001182758.1	2.43096900532657e-08	2.3999207652072e-06	31.1157022975369	3.64461653219358	1	8.00665422187458	1.21487217739786	0.000739530902939744	1.21413264649492	0.0924111638320911	1.21413264649492
66	NM_001183412.1	2.78205214671635e-08	2.3999207652072e-06	30.853880889808	15.7250426482472	1	6.81402947798985	5.24168088274907	0.00418463584320212	5.23749624690586	0.0493690294019321	5.23749624690586
67	NM_001184079.1	2.60119313297759e-08	2.3999207652072e-06	30.9843358012498	1.865483703521	1	8.36461099303899	0.621827901173665	0.000270713520909558	0.621557187652757	0.104907223669004	0.621557187652757
68	NM_001184132.2	2.48701397571024e-08	2.3999207652072e-06	31.071459981486	0.45666929156286	1	9.76903884974062	0.15222309718762	7.59777026705659e-05	0.152147119484949	0.132316435241641	0.152147119484949
69	NM_001180941.1	2.93802105606551e-08	2.40815393875191e-06	30.7480290734879	0.638045301124606	1	8.94885990127677	0.212681767041535	0.00011453684540142	0.212567230196134	0.121431128429407	0.212567230196134
70	NM_001182386.1	2.94283872033366e-08	2.40815393875191e-06	30.7448497968082	0.47821856986108	1	9.34193928365201	0.159406189953694	8.00797292567622e-05	0.159326110224436	0.128714886846057	0.159326110224436
71	NM_001183016.3	2.87439470397503e-08	2.40815393875191e-06	30.7905144344591	0.351654802473198	1	9.46260707350101	0.117218267491065	4.78358018228411e-05	0.117170431689243	0.130211036212202	0.130211036212202
72	NM_001179310.1	3.03993535562478e-08	2.41945539947671e-06	30.6818616214716	0.542601185259807	1	9.30737976778829	0.180867061753269	0.00010741681898471	0.180759644934284	0.128219607788571	0.180759644934284
73	NM_001184072.1	3.01144858425676e-08	2.41945539947671e-06	30.7001300888266	0.840337126520727	1	8.72994837168861	0.280112375506909	0.000141610957831357	0.279970764549078	0.11593863947334	0.279970764549078
74	NM_001180358.1	3.13645526489774e-08	2.4625412282508e-06	30.6212142352854	0.0709792153251534	1	10.2103090400316	0.0236597384417176	3.50871252903866e-05	0.0236246513164274	0.13089637456785	0.13089637456785
75	NM_001183789.3	3.20319635892954e-08	2.48140944605075e-06	30.5803617784601	0.603829250566047	1	9.3930751677302	0.201276416855349	8.5829370757655e-05	0.201190587484591	0.129393555891123	0.201190587484591
76	NM_001182037.1	3.44551495624069e-08	2.63400551259979e-06	30.4388869756392	0.482420261076005	1	9.17429085546027	0.160806753692001	9.14134688758842e-05	0.160715340223126	0.126043167674555	0.160715340223126
77	NM_001178332.1	3.56658150804958e-08	2.65664596945744e-06	30.3718962619144	0.522786530181115	1	9.20751135440085	0.174262176727039	9.48300045732699e-05	0.174167346722465	0.126625801518108	0.174167346722465
78	NM_001182081.1	3.55150607023011e-08	2.65664596945744e-06	30.380112829733	4.54510921920242	1	7.43139105690708	1.5150364064008	0.001142575795443	1.51389383060536	0.0705990738239843	1.51389383060536
79	NM_001179021.1	3.69751637580712e-08	2.71931267638473e-06	30.3019623377222	0.906530117833005	1	8.63045997320152	0.302176705944335	0.000190242074303184	0.301986463870032	0.113146893790401	0.301986463870032
80	NM_001178875.1	3.79731987644344e-08	2.72286503609025e-06	30.2503026666157	2.90211559494241	1	7.77219017573124	0.967371864980803	0.000449514008258	0.966922350972546	0.0836566668791846	0.966922350972546
81	NM_001180968.1	3.88980719441464e-08	2.72286503609025e-06	30.2036301498414	0.569588653835184	1	9.198854841726	0.189862884611728	7.20344603094399e-05	0.189790850151418	0.126476468785023	0.189790850151418
82	NM_001181304.1	3.74985552589111e-08	2.72286503609025e-06	30.2746990568515	0.160540712750718	1	9.89957558780057	0.053513570916906	3.37778647525127e-05	0.0534797930521535	0.132449867625243	0.132449867625243
83	NM_001181916.1	3.87784515607172e-08	2.72286503609025e-06	30.2096036587371	0.437492751630416	1	9.41169461683715	0.145830917210139	0.000103098034346002	0.145727819175793	0.129624443911618	0.145727819175793
84	NM_001181100.1	3.9948184854962e-08	2.76216524089794e-06	30.1519668106782	1.29480121599949	1	8.75587209072436	0.431600405333164	0.000201233494129626	0.431399171839034	0.116637086988644	0.431399171839034
85	NM_001181318.1	4.0535097741958e-08	2.76216524089794e-06	30.1236814957443	1.81875763300897	1	7.88054001059618	0.606252544336322	0.000411832563513112	0.605840711772809	0.0877412043790785	0.605840711772809
86	NM_001183482.1	4.08857505537389e-08	2.76216524089794e-06	30.1069774977259	0.377726479435935	1	9.97968258588038	0.125908826478645	5.24492017639894e-05	0.125856377276881	0.132301796132728	0.132301796132728
87	NM_001178809.1	4.21994803477548e-08	2.76230146748159e-06	30.0456467490257	5.15396357166174	1	7.39769683992367	1.71798785722058	0.0011824199723503	1.71680543724823	0.0693060766680069	1.71680543724823
88	NM_001179442.1	4.23140844416284e-08	2.76230146748159e-06	30.0403875453746	0.858339140472558	1	8.90979468458018	0.286113046824187	0.000140853995536855	0.285972192828649	0.120520640494116	0.285972192828649
89	NM_001181931.1	4.14800364997486e-08	2.76230146748159e-06	30.0789926518191	0.886163013848071	1	9.05430172136599	0.29538767128269	0.000163920183524703	0.295223751099166	0.123727885804346	0.295223751099166
90	NM_001183374.1	4.8867616384094e-08	3.15467612435096e-06	29.761195079118	0.506151955451238	1	9.28287673925689	0.168717318483746	9.42025299755528e-05	0.168623115953771	0.127850771873247	0.168623115953771
91	NM_001181962.1	5.07218905830924e-08	3.2383976295359e-06	29.6889974529265	0.309426797682751	1	9.72198623612348	0.103142265894251	6.06028415028514e-05	0.103081663052747	0.132155192538687	0.132155192538687
92	NM_001178972.3	5.52512504618034e-08	3.24252288063715e-06	29.523204032124	3.46202930657527	1	7.64768557506789	1.15400976885842	0.000662053336410707	1.15334771552201	0.0789073756892102	1.15334771552201
93	NM_001179718.1	5.23309206519972e-08	3.24252288063715e-06	29.6284600582725	0.193460408475933	1	10.7511208571239	0.0644868028253108	2.32676706990024e-05	0.064463535154612	0.122060958633721	0.122060958633721
94	NM_001179748.1	5.33331394979846e-08	3.24252288063715e-06	29.5916885338587	0.67520313707816	1	8.73651818629154	0.225067712359386	0.000177318114146493	0.22489039424524	0.116116809796159	0.22489039424524
95	NM_001180954.1	5.49426025077438e-08	3.24252288063715e-06	29.5340616758945	5.5949965574389	1	6.96307681744556	1.86499885247963	0.00118098717734723	1.86381786530228	0.0538663867264725	1.86381786530228
96	NM_001181273.1	5.43548314176378e-08	3.24252288063715e-06	29.554908392971	0.0189795742984954	1	11.6000614252549	0.00632652476616513	1.10357035309053e-05	0.00631548906263422	0.0951015881958969	0.0951015881958969
97	NM_001182054.1	5.26643140073072e-08	3.24252288063715e-06	29.6161500773149	0.449283722682704	1	9.80406487950638	0.149761240894235	4.13341852279503e-05	0.149719906709007	0.132397654586171	0.149719906709007
98	NM_001183047.1	5.23426518790629e-08	3.24252288063715e-06	29.6280255705558	0.250492937707556	1	9.68119934250033	0.0834976459025185	7.21413623016023e-05	0.0834255045402171	0.131967294927963	0.131967294927963
99	NM_001183381.1	5.46657804163731e-08	3.24252288063715e-06	29.5438518576411	0.528537447878105	1	9.10622272855887	0.176179149292701	0.000145752236785136	0.176033397055917	0.124769690878639	0.176033397055917
100	NM_001178150.1	5.6658488733306e-08	3.29185819540508e-06	29.4744581157563	0.373787507310917	1	9.13046599352867	0.124595835770306	9.05435908469324e-05	0.124505292179459	0.125235399966483	0.125235399966483
101	NM_001180873.1	5.80038848289219e-08	3.30394677309839e-06	29.4289756043888	0.00240087890279013	1	10.4080551501886	0.000800292967596692	4.4992086105735e-05	0.000755300881490973	0.128545372826055	0.128545372826055
102	NM_001183968.1	5.79074175824282e-08	3.30394677309839e-06	29.4322014259112	1.6474472379633	1	8.35015675125353	0.549149079321099	0.000283313820853147	0.548865765500246	0.104430346713456	0.548865765500246
103	NM_001182907.1	5.91564604879461e-08	3.33688383917443e-06	29.3908444462111	0.528369048943194	1	9.00181613636263	0.176123016314398	0.000142237926041185	0.175980778388357	0.12261443679807	0.175980778388357
104	NM_001180690.3	6.06656793755357e-08	3.37095025522321e-06	29.3420245946167	0.557487298974982	1	8.86075889158338	0.185829099658327	0.000109726021148117	0.185719373637179	0.119333794341012	0.185719373637179
105	NM_001182695.1	6.09207877449978e-08	3.37095025522321e-06	29.3338928065018	1.48732240717382	1	7.64821149751063	0.495774135724606	0.000353210047814807	0.495420925676792	0.0789275238730549	0.495420925676792
106	NM_001178982.3	6.17010279173757e-08	3.38191483207503e-06	29.3092321158056	0.188272516366355	1	9.76618757310214	0.0627575054554512	7.97613929896068e-05	0.0626777440624619	0.132308363299371	0.132308363299371
107	NM_001182214.1	6.37870199489204e-08	3.46357556918904e-06	29.2448048555204	0.548276404798379	1	8.80190860739541	0.182758801599459	0.000145783442001847	0.182613018157458	0.117846638686833	0.182613018157458
108	NM_001179647.1	6.45646316449306e-08	3.47333805423191e-06	29.2213265479166	0.516734584731475	1	8.82953517063766	0.172244861577158	0.000128500641550985	0.172116360935607	0.118553152185348	0.172116360935607
109	NM_001180805.1	6.53245058062444e-08	3.48197595169064e-06	29.1986559050715	1.81958877701797	1	7.92963612214713	0.606529592339323	0.000476487748928034	0.606053104590395	0.0895715301683088	0.606053104590395
110	NM_001183920.1	6.7537255340374e-08	3.53505813988804e-06	29.1341137762104	0.238146292723645	1	9.40127676347102	0.0793820975745477	7.93791254971108e-05	0.0793027184490513	0.129496332423114	0.129496332423114
111	NM_001183957.1	6.70711636391717e-08	3.53505813988804e-06	29.1475309333588	0.398363284779404	1	9.26949704682266	0.132787761593135	0.00012038569419671	0.132667375898938	0.127643230917751	0.132667375898938
112	NM_001181571.1	6.86246739820077e-08	3.55336120388768e-06	29.1031680875356	0.266563201968928	1	9.42447348865377	0.0888544006563088	8.81015646453389e-05	0.0887662990916639	0.129777853391573	0.129777853391573
113	NM_001181865.1	6.91101232425658e-08	3.55336120388768e-06	29.0895115072529	0.681632317816474	1	9.2310362494643	0.227210772605491	9.8194501665989e-05	0.227112578103825	0.127022701363654	0.227112578103825
114	NM_001179140.1	7.8889710687981e-08	3.67957065010454e-06	28.8331383290759	0.563775500532054	1	8.62922696993758	0.187925166844017	0.000163388091145422	0.187761778752872	0.113111221655281	0.187761778752872
115	NM_001179271.1	7.75094181564621e-08	3.67957065010454e-06	28.8673267033321	0.561971529852891	1	8.59836656743905	0.187323843284296	0.000155788657340405	0.187168054626957	0.112210134898128	0.187168054626957
116	NM_001179517.1	7.45047347954136e-08	3.67957065010454e-06	28.9439086564209	1.95007027382474	1	7.69824998246288	0.650023424608247	0.000501063520135794	0.649522361088112	0.0808416231757515	0.649522361088112
117	NM_001181156.1	7.51793097193407e-08	3.67957065010454e-06	28.9264493886396	0.466722942391436	1	8.86861307140823	0.155574314130479	0.000127966720830028	0.155446347409649	0.119527135381622	0.155446347409649
118	NM_001181600.1	7.75960041577058e-08	3.67957065010454e-06	28.8651641924555	0.76990547852727	1	8.67938570871619	0.25663515950909	0.000226399063776641	0.256408760445313	0.114541447335887	0.256408760445313
119	NM_001182301.1	7.63190621820023e-08	3.67957065010454e-06	28.8973040734946	1.79610387964912	1	7.94244574322134	0.598701293216375	0.000495257631515688	0.598206035584858	0.0900466278992504	0.598206035584858
120	NM_001182414.1	7.80273183782691e-08	3.67957065010454e-06	28.8544278868492	1.99631589596906	1	7.75595652601296	0.665438631989687	0.000485099097112394	0.664953532892574	0.0830402439349142	0.664953532892574
121	NM_001182511.1	7.64840951123178e-08	3.67957065010454e-06	28.8931200994203	0.86755977876778	1	8.55131009775143	0.289186592922593	0.000265198950698972	0.288921393971894	0.110806225562295	0.288921393971894
122	NM_001183237.1	7.49589261367264e-08	3.67957065010454e-06	28.9321360061204	5.30716967717519	1	6.57472887593159	1.7690565590584	0.00149294284487704	1.76756361621352	0.0428945992726409	1.76756361621352
123	NM_001183547.3	7.91646009058636e-08	3.67957065010454e-06	28.8264012049549	0.927899659410681	1	8.06372170102477	0.309299886470227	0.000268742061351398	0.309031144408876	0.0944866681907756	0.309031144408876
124	NM_001183842.1	7.71463801931475e-08	3.67957065010454e-06	28.8764201119945	1.15867906606851	1	8.22679900759159	0.38622635535617	0.000358193779457333	0.385868161576713	0.10025614275483	0.385868161576713
125	NM_001184040.1	7.27480872775069e-08	3.67957065010454e-06	28.9901280460072	0.789047853172893	1	8.67682499444729	0.26301595105763	0.000202856486367532	0.262813094571264	0.11446948298687	0.262813094571264
126	NM_001181948.1	7.98310449383419e-08	3.68109818326799e-06	28.8101645335359	0.732963614238466	1	8.55118422265069	0.244321204746155	0.000228123921667288	0.244093080824488	0.110802422746743	0.244093080824488
127	NM_001180304.1	8.12377808199676e-08	3.71646855562214e-06	28.7763333767428	0.0610358738662993	1	9.65405645888852	0.0203452912887664	5.22850565760236e-05	0.0202930062321904	0.131817615697275	0.131817615697275
128	NM_001184312.1	8.35848634956255e-08	3.79396919460613e-06	28.7211732167528	0.355180818070379	1	9.55406067768987	0.11839360602346	8.14803091954905e-05	0.118312125714264	0.131097862297338	0.131097862297338
129	NM_001180896.1	8.57025120935831e-08	3.84985875578202e-06	28.672721053371	0.47364693903042	1	8.62859509286675	0.15788231301014	0.000131344977532544	0.157750968032607	0.11309293084881	0.157750968032607
130	NM_001181997.1	8.61414179434875e-08	3.84985875578202e-06	28.6628290085752	0.0962762948173903	1	10.6191840633928	0.0320920982724633	3.00169873531796e-05	0.0320620812851103	0.124903700977574	0.124903700977574
131	NM_001181163.1	8.71440618003353e-08	3.85579043458091e-06	28.6404196211244	0.597055589495582	1	8.71238146040973	0.19901852983186	0.000190121339103723	0.198828408492757	0.115458392555769	0.198828408492757
132	NM_001182724.1	8.76014350025266e-08	3.85579043458091e-06	28.6302828667265	0.721942984534632	1	8.44039320947551	0.240647661511545	0.000204906528553209	0.240442754982991	0.107361837080275	0.240442754982991
133	NM_001178824.3	9.0141942228719e-08	3.90913652399115e-06	28.574925571273	0.259099114182967	1	9.13803366833203	0.0863663713943221	8.66662218399141e-05	0.0862797051724823	0.125378036151164	0.125378036151164
134	NM_001179609.1	9.16803391657753e-08	3.90913652399115e-06	28.5421590891895	2.35951759724956	1	7.35652913551989	0.786505865749852	0.00066240205610647	0.785843463693746	0.0677293787877997	0.785843463693746
135	NM_001180134.1	9.21775738015125e-08	3.90913652399115e-06	28.5316861554591	0.553487327272248	1	8.79315015033581	0.184495775757416	0.000161716471899896	0.184334059285516	0.117619599058096	0.184334059285516
136	NM_001183732.1	9.06091367073965e-08	3.90913652399115e-06	28.5649158697986	0.425621042886843	1	8.88590100658164	0.141873680962281	0.000139543041331526	0.141734137920949	0.119948366170213	0.141734137920949
137	NM_001183795.3	9.177672001696e-08	3.90913652399115e-06	28.5401246413796	0.426943897748068	1	9.22128599080525	0.14231463258269	0.000136518018287824	0.142178114564402	0.126859788144328	0.142178114564402
